regiao	cidade	hospital	Bronze SP Enf	Bronze SP Mais Enf	Prata Enf	Prata Quarto	Ouro Enf	Ouro Quarto	Ouro II Quarto	Platinum R1 Quarto	Platinum R2 Quarto	S380 Enf	S380 Quarto	S450 Enf	S450 Quarto	S750 R1 Quarto	S750 R2 Quarto	S750 R3 Quarto	Black I R1 Quarto	Black I R2 Quarto	Black I R3 Quarto	S2500 R1 Quarto	S2500 R2 Quarto	Black II R1 Quarto	Black II R2 Quarto	Black II R3 Quarto	S6500 Black R1 Quarto	S6500 Black R2 Quarto	S6500 Black R3 Quarto
São Paulo - Centro	Bela Vista	Paulistano - SP	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹
São Paulo - Centro	Bela Vista	Samaritano - Paulista	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Centro	Bela Vista	Hospital BP	-	-	-	-	H¹,M,PS¹	H¹,M,PS¹	-	H¹,M,PS¹	H¹,M,PS¹	-	-	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹
São Paulo - Centro	Liberdade	Leforte	-	-	-	-	H¹,PS¹	H¹,PS¹	-	H¹,PS¹	H¹,PS¹	-	-	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Centro	Jardim Paulista	H Nove de Julho	-	-	-	-	-	-	PA,PS	H,PS	H,PS	-	-	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Centro	Bela Vista	Oswaldo Cruz - Paulista	-	-	-	-	-	-	H¹,PS	H¹,PS	H¹,PS	-	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS
São Paulo - Centro	Santa Cecília	Samaritano - Higienópolis	-	-	-	-	-	-	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	-	-	-	-	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹
São Paulo - Centro	Bela Vista	Sta Catarina	-	-	-	-	-	H¹,PS¹	-	H¹,PS¹	H¹,PS¹	-	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Centro	Liberdade	A C Camargo - Antônio Prudente	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	-	-	-	-	H¹,PS	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS
São Paulo - Centro	Consolação	H Infantil Sabará	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	-	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Centro	B Vista	Pro Matre	-	-	-	-	-	-	-	M,PS¹	M,PS¹	-	-	-	-	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹
São Paulo - Centro	Bela Vista	Sírio Libanês	-	-	-	-	-	-	-	H,PS	H,PS	-	-	-	-	-	-	-	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS
São Paulo - Centro	Bela Vista	BP Mirante	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹,M	H¹,M	H¹,M	H¹,M	H¹,M	H¹,M	H¹,M	H¹,M	H¹,M	H¹,M	H¹,M
São Paulo - Centro	Liberdade	H Adventista - Aclimação	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Centro	Bela Vista	H Igesp Paulista	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS
São Paulo - Centro	Liberdade	H Saha	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹
São Paulo - Zona Oeste	Butantã	H Luz	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹	PS¹
São Paulo - Zona Oeste	Vila Romana	Metropolitano	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹
São Paulo - Zona Oeste	Jardim Jaraguá (São Domingos)	Irmãs Hospitaleiras	-	-	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Zona Oeste	Vila Progredior	Leforte - Morumbi	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Oeste	Vila Pompéia	São Camilo Pompéia	-	-	-	-	H,PS	H,PS	-	H,PS	H,PS	-	-	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Zona Oeste	Cerqueira César	Clínicas FMUSP - Incor	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H,PS¹	H,PS¹	H,PS¹	H¹,PS¹	H¹,PS¹	H,PS¹	H,PS¹	H,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Oeste	Cerqueira César	Clínicas FMUSP - Instituto Central	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H,PS	H,PS	H,PS	H¹,PS	H¹,PS	H,PS	H,PS	H,PS	H¹,PS	H¹,PS	H¹,PS
São Paulo - Zona Oeste	Perdizes	CM Albert Einstein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹,PA,PS¹	H¹,PA,PS¹	H¹,PA,PS¹	H¹,PA,PS¹	H¹,PA,PS¹	H¹,PA,PS¹	H¹,PA,PS¹	H¹,PA,PS¹	H¹,PA,PS¹	H¹,PA,PS¹	H¹,PA,PS¹
São Paulo - Zona Oeste	Cidade Jardim	H e Mat São Luíz - Morumbi	-	-	-	-	-	-	-	-	-	-	-	-	-	H,PS	H,PS	H,PS	-	-	-	H,PS	H,PS	-	-	-	H,PS	H,PS	H,PS
São Paulo - Zona Oeste	Higienópolis	Sta Isabel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Sul	Vila Mariana	H Luz - Vl Mariana	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹
São Paulo - Zona Sul	Santo Amaro	H Luz Sto Amaro	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS
São Paulo - Zona Sul	Vila Clementino	GRACC	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Sul	Moema	Ophthal H Especializado	-	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	H,PA,PS	PA,PS	PA,PS	PA,PS	PA,PS	PA,PS	PA,PS	PA,PS	PA,PS	PA,PS	PA,PS	PA,PS
São Paulo - Zona Sul	Indianópolis	Alvorada - Moema	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Sul	Indianópolis	API Psiquiátrica Integrada	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Zona Sul	Vila Olímpia	Blanc	-	-	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹
São Paulo - Zona Sul	Capão Redondo	Clinisul	-	-	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS
São Paulo - Zona Sul	Vila Mariana	H e Mat Sepaco	-	-	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹
São Paulo - Zona Sul	Vila Mariana	H Sta Cruz	-	-	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Sul	Chácara Santo Antônio (Zona Sul)	Sta Isabella	-	-	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP
São Paulo - Zona Sul	Vila Clementino	AACD	-	-	-	-	H	H	-	H	H	-	-	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H
São Paulo - Zona Sul	Jardim Vista Linda	CM Adventista - Capão Redondo	-	-	-	-	PA,PS¹	PA,PS¹	-	PA,PS¹	PA,PS¹	-	-	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹
São Paulo - Zona Sul	Vila Clementino	Rim e Hipertensão	-	-	-	-	H	H	-	H	H	-	-	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H
São Paulo - Zona Sul	Indianópolis	Ruben Berta	-	-	-	-	-	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Zona Sul	Vila Clementino	H Paulista Otorrinolaringologia	-	-	-	-	-	-	-	H,PS	H,PS	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Zona Sul	Paraíso	Santa Joana	-	-	-	-	-	M,PS¹	M,PS¹	M,PS¹	M,PS¹	-	-	-	-	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹
São Paulo - Zona Sul	Vila Monumento	São Camilo Ipiranga	-	-	-	-	H,PS	H,PS	-	H,PS	H,PS	-	-	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Zona Sul	Brooklin Paulista	Sta Paula	-	-	-	-	H¹,PS¹	H¹,PS¹	-	H¹,PS¹	H¹,PS¹	-	-	-	-	H¹,PS	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS
São Paulo - Zona Sul	Ipiranga	Dom Alvarenga	-	-	-	-	-	-	-	H,PS	H,PS	-	-	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Zona Sul	Paraíso	HCOR	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	-	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Sul	Indianópolis	Cruz Vermelha	-	-	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	PS	-	-	-	-	-	-	-	-	-	-	-
São Paulo - Zona Sul	Paraíso	H e Mat Sta Maria	-	-	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	M,PS¹	-	-	-	-	-	-	-	-	-	-	-
São Paulo - Zona Sul	Itaim Bibi	Sírio Libanês - Itaim	-	-	-	-	-	-	-	H¹	H¹	-	-	-	-	-	-	-	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹
São Paulo - Zona Sul	Jardim Leonor	Albert Einstein Morumbi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹	H¹,M,PA,PS¹
São Paulo - Zona Sul	Vila Firmiano Pinto	CM Albert Einstein - C. Klabin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹
São Paulo - Zona Sul	Ibirapuera	CM Albert Einstein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA
São Paulo - Zona Sul	Planalto Paulista	H Moriah	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹
São Paulo - Zona Sul	Vila Mariana	Sta Rita	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹
São Paulo - Zona Sul	Vila Parque Jabaquara	H da Criança - Jabaquara	-	-	-	-	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	-	-	-	H¹,PS¹	H¹,PS¹	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Sul	Vila Parque Jabaquara	H e Mat São Luíz - Jabaquara	-	-	-	-	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	-	-	-	H¹,PS¹	H¹,PS¹	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Sul	Vila Nova Conceição	H e Mat São Luíz - Itaim	-	-	-	-	-	-	-	-	-	-	-	-	-	H,PS	H,PS	H,PS	-	-	-	H¹,PS	H¹,PS	-	-	-	H¹,PS	H¹,PS	H¹,PS
São Paulo - Zona Sul	Vila Olímpia	M São Luíz Star	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	-	-	-	H¹,M,PA	H¹,M,PA	-	-	-	H¹,M,PA	H¹,M,PA	H¹,M,PA
São Paulo - Zona Sul	Vila Nova Conceição	H Vila Nova Star	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Leste	Vila Azevedo	Amil Espaço Saúde - Tatuapé	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PS¹	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP	PA,PSP
São Paulo - Zona Leste	Vila Regente Feijó	Vitória - Anália Franco	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹
São Paulo - Zona Leste	Vila Silva Teles	CM Sto Antônio - Itaim Pta	-	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA
São Paulo - Zona Leste	Vila Matilde	H e Mat Sta Clara Vila Matilde	-	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS	H¹,PS	H¹,PS	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Leste	Vila Carmosina	Sta Marcelina	-	-	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,PS¹	H¹,PS¹	H¹,M,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹
São Paulo - Zona Leste	Brás	Sta Virginia	-	-	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Leste	Quarta Parada	Cema - ZL Belém	-	-	-	-	-	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Zona Leste	Brás	IBCC	-	-	-	-	-	-	-	H	H	H	H	H	H	H	H	H	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹
São Paulo - Zona Leste	Moóca	H San Gennaro -SP	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹	H¹
São Paulo - Zona Leste	Quarta Parada	H Central Tatuapé	-	-	-	-	-	-	-	-	-	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	-	-	-	H,PS	H,PS	-	-	-	H,PS	H,PS	H,PS
São Paulo - Zona Leste	Alto Da Moóca	H Villa Lobos	-	-	-	-	-	-	-	-	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	H¹,PS¹	-	-	-	H¹,PS¹	H¹,PS¹	-	-	-	H¹,PS¹	H¹,PS¹	H¹,PS¹
São Paulo - Zona Leste	Tatuapé	H São Luíz - Anália Franco	-	-	-	-	-	-	-	-	-	-	-	-	-	H¹,M,PS	H¹,M,PS	H¹,M,PS	-	-	-	H¹,M,PS¹	H¹,M,PS¹	-	-	-	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹
São Paulo - Zona Leste	Vila Iolanda(Lajeado)	H Central Leste	-	-	-	-	-	-	-	-	-	H¹,M,PS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
São Paulo - Zona Norte	Santana	Amil Espaço Saúde	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA	PA
São Paulo - Zona Norte	Santana	HSANP	-	-	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹
São Paulo - Zona Norte	Parque Novo Mundo	Nipo Brasileiro	-	-	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹	H¹,M,PS¹
São Paulo - Zona Norte	Santana	Hospital Sao Camilo	-	-	-	-	H,PS	H,PS	-	H,PS	H,PS	-	-	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS	H,PS
São Paulo - Zona Norte	Santana	São Camilo Santana	-	-	-	-	-	-	H,PS¹	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
